,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward
1164,4,58,"[0.8921750204067995, 0.10782497959320049]",41,0.7112369899744972,0.6498536411249185,29.160716588954386,26.64399928612166
1165,5,58,"[0.8921750204067995, 0.10782497959320049]",11,0.9025255944790189,0.5168081414579385,9.927781539269208,5.684889556037324
1166,6,58,"[0.8921750204067995, 0.10782497959320049]",25,0.6743875176316948,0.6831167692670279,16.85968794079237,17.077919231675697
1167,7,58,"[0.8921750204067995, 0.10782497959320049]",12,0.8707807187747357,0.543918505101109,10.44936862529683,6.527022061213308
1168,8,58,"[0.8921750204067995, 0.10782497959320049]",12,0.7870504595110971,0.5792014624724549,9.444605514133166,6.950417549669458
1169,9,58,"[0.8921750204067995, 0.10782497959320049]",33,0.7425854462347594,0.6324247645312395,24.50531972574706,20.870017229530905
1170,10,58,"[0.8921750204067995, 0.10782497959320049]",8,0.4305555555555556,0.7090881642512077,3.4444444444444446,5.6727053140096615
1171,11,58,"[0.8921750204067995, 0.10782497959320049]",12,0.4510582010582011,0.7428542673107891,5.412698412698413,8.91425120772947
1172,12,58,"[0.8921750204067995, 0.10782497959320049]",15,0.704931468475521,0.649604575600862,10.573972027132815,9.744068634012931
1173,13,58,"[0.8921750204067995, 0.10782497959320049]",7,0.7078496791540209,0.5305252274037968,4.954947754078146,3.7136765918265775
1174,14,58,"[0.8921750204067995, 0.10782497959320049]",7,0.7784816407411858,0.49913072449111623,5.4493714851883,3.4939150714378138
1175,15,58,"[0.8921750204067995, 0.10782497959320049]",16,0.5884539711694289,0.6899313052776359,9.415263538710862,11.038900884442175
1176,16,58,"[0.8921750204067995, 0.10782497959320049]",10,0.795492608551406,0.5533406108133014,7.95492608551406,5.533406108133014
1177,17,58,"[0.8921750204067995, 0.10782497959320049]",4,0.7319866153601537,0.35990645284553846,2.927946461440615,1.4396258113821538
1178,18,58,"[0.8921750204067995, 0.10782497959320049]",16,0.6111213563087475,0.6682597023168302,9.77794170093996,10.692155237069283
1179,19,58,"[0.8921750204067995, 0.10782497959320049]",6,0.4274068892458702,0.693840579710145,2.5644413354752214,4.16304347826087
1180,0,59,"[0.9077065057040489, 0.0922934942959512]",11,0.8140841856771341,0.5581846432945006,8.954926042448475,6.140031076239506
1181,1,59,"[0.9077065057040489, 0.0922934942959512]",30,0.9291667434413351,0.5387716808279333,27.875002303240052,16.163150424837998
1182,2,59,"[0.9077065057040489, 0.0922934942959512]",5,0.7753604829997641,0.39953310994571584,3.8768024149988207,1.9976655497285791
1183,3,59,"[0.9077065057040489, 0.0922934942959512]",11,0.9025255944790189,0.5168081414579385,9.927781539269208,5.684889556037324
1184,4,59,"[0.9077065057040489, 0.0922934942959512]",24,0.8155821657306649,0.6334873178511128,19.573971977535958,15.203695628426708
1185,5,59,"[0.9077065057040489, 0.0922934942959512]",14,0.8539232882808656,0.5685647720465431,11.954926035932118,7.959906808651604
1186,6,59,"[0.9077065057040489, 0.0922934942959512]",13,0.9175216568583008,0.5306261594526466,11.92778153915791,6.898140072884406
1187,7,59,"[0.9077065057040489, 0.0922934942959512]",18,0.6463933552284189,0.6930127539788056,11.63508039411154,12.474229571618501
1188,8,59,"[0.9077065057040489, 0.0922934942959512]",5,0.40812636292570303,0.6641821946169773,2.040631814628515,3.3209109730848865
1189,9,59,"[0.9077065057040489, 0.0922934942959512]",6,0.4361372675343827,0.7017770876466529,2.6168236052062963,4.2106625258799175
1190,10,59,"[0.9077065057040489, 0.0922934942959512]",14,0.9221612621063299,0.5349208796999322,12.910257669488619,7.48889231579905
1191,11,59,"[0.9077065057040489, 0.0922934942959512]",10,0.795492608551406,0.5533406108133014,7.95492608551406,5.533406108133014
