,repetition_number,weight_index,weight_tuple,num_iterations,vehicle_id,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward
17,8,0,"[0.0, 1.0]",80,1,0.3350081542680052,0.858819490127648,26.800652341440415,68.70555921021185
18,9,0,"[0.0, 1.0]",60,0,0.2076068126932779,0.7387170098130046,12.456408761596675,44.323020588780274
19,9,0,"[0.0, 1.0]",60,1,0.17638330660998688,0.6619619074778551,10.582998396599214,39.71771444867131
20,10,0,"[0.0, 1.0]",80,0,0.2650109200524646,0.8953213863827664,21.20087360419717,71.62571091062131
21,10,0,"[0.0, 1.0]",80,1,0.2779934236317412,0.881065188768009,22.239473890539294,70.48521510144072
22,11,0,"[0.0, 1.0]",15,0,0.2041066393454576,0.8840642150259579,3.061599590181864,13.260963225389368
23,11,0,"[0.0, 1.0]",15,1,0.22556174552234554,0.9117002390120699,3.383426182835183,13.675503585181048
24,12,0,"[0.0, 1.0]",80,0,0.2165809624671208,0.8036175708750116,17.326476997369664,64.28940567000093
25,12,0,"[0.0, 1.0]",80,1,0.11029845958785703,0.4512077649663939,8.823876767028562,36.096621197311514
26,13,0,"[0.0, 1.0]",80,0,0.28843837849329357,0.8888753891897917,23.075070279463485,71.11003113518333
27,13,0,"[0.0, 1.0]",80,1,0.3476093460277989,0.8730454766758987,27.808747682223913,69.8436381340719
28,14,0,"[0.0, 1.0]",80,0,0.27596667686543314,0.7445643406451989,22.07733414923465,59.56514725161592
29,14,0,"[0.0, 1.0]",80,1,0.1792618616014065,0.5685941792609377,14.340948928112521,45.487534340875015
