,repetition_number,weight_index,weight_tuple,num_iterations,vehicle_id,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward
30,15,0,"[0.0, 1.0]",80,0,0.2298160854461082,0.7656264970065056,18.385286835688657,61.250119760520455
31,15,0,"[0.0, 1.0]",80,1,0.1502165411979961,0.6115168671337191,12.017323295839688,48.92134937069753
32,16,0,"[0.0, 1.0]",80,0,0.298773879947989,0.8882150196691272,23.901910395839117,71.05720157353018
33,16,0,"[0.0, 1.0]",80,1,0.3895786597413988,0.8590409111873406,31.166292779311906,68.72327289498725
34,17,0,"[0.0, 1.0]",23,0,0.20279563250464444,0.9010953736731748,4.664299547606822,20.72519359448302
35,17,0,"[0.0, 1.0]",23,1,0.24259961167058988,0.8897366383402169,5.579791068423567,20.46394268182499
36,18,0,"[0.0, 1.0]",80,0,0.22886185495699607,0.7902647659000008,18.308948396559686,63.22118127200007
37,18,0,"[0.0, 1.0]",80,1,0.1636125772452574,0.5654134654596172,13.089006179620592,45.23307723676938
38,19,0,"[0.0, 1.0]",80,0,0.2857413951812154,0.8846651479025518,22.85931161449723,70.77321183220414
39,19,0,"[0.0, 1.0]",80,1,0.3214011426754846,0.8799458639855814,25.712091414038767,70.39566911884651
40,0,1,"[0.034217316860673704, 0.9657826831393262]",27,0,0.22472787072625738,0.8867053909539983,6.0676525096089495,23.941045555757952
41,0,1,"[0.034217316860673704, 0.9657826831393262]",27,1,0.2779685236586507,0.8908227542140339,7.50515013878357,24.052214363778916
42,1,1,"[0.034217316860673704, 0.9657826831393262]",40,0,0.22590824393201067,0.8924147372460356,9.036329757280427,35.69658948984142
43,1,1,"[0.034217316860673704, 0.9657826831393262]",40,1,0.3122703597683959,0.883567800273563,12.490814390735837,35.34271201094252
44,2,1,"[0.034217316860673704, 0.9657826831393262]",31,0,0.21455542882213902,0.8943558764110839,6.651218293486309,27.725032168743603
45,2,1,"[0.034217316860673704, 0.9657826831393262]",31,1,0.2662795492436943,0.8929725411777266,8.254666026554522,27.682148776509525
46,3,1,"[0.034217316860673704, 0.9657826831393262]",80,0,0.3517008613153313,0.8604210063061227,28.136068905226505,68.83368050448982
47,3,1,"[0.034217316860673704, 0.9657826831393262]",80,1,0.3914448036326676,0.8575788621260108,31.31558429061341,68.60630897008086
48,4,1,"[0.034217316860673704, 0.9657826831393262]",16,0,0.21513424173591086,0.8824366964735212,3.442147867774574,14.118987143576339
49,4,1,"[0.034217316860673704, 0.9657826831393262]",16,1,0.2806917773055723,0.8859943360201742,4.491068436889157,14.175909376322787
50,5,1,"[0.034217316860673704, 0.9657826831393262]",80,0,0.25096948944022573,0.8988925726571386,20.077559155218058,71.91140581257109
51,5,1,"[0.034217316860673704, 0.9657826831393262]",80,1,0.2945071849126423,0.8712584813573722,23.560574793011384,69.70067850858977
52,6,1,"[0.034217316860673704, 0.9657826831393262]",40,0,0.2538386044324744,0.8841959679744041,10.153544177298976,35.36783871897617
53,6,1,"[0.034217316860673704, 0.9657826831393262]",40,1,0.28616583915917265,0.8914822193537699,11.446633566366906,35.659288774150795
54,7,1,"[0.034217316860673704, 0.9657826831393262]",80,0,0.25199697694867473,0.8939894688617566,20.15975815589398,71.51915750894052
55,7,1,"[0.034217316860673704, 0.9657826831393262]",80,1,0.3173332229133776,0.8781232082344579,25.38665783307021,70.24985665875663
56,8,1,"[0.034217316860673704, 0.9657826831393262]",21,0,0.25398740290326005,0.8906808552303433,5.333735460968461,18.70429795983721
57,8,1,"[0.034217316860673704, 0.9657826831393262]",21,1,0.2794788214227555,0.8942413721385001,5.869055249877865,18.779068814908502
58,9,1,"[0.034217316860673704, 0.9657826831393262]",12,0,0.17445278724968874,0.8853770468521481,2.093433446996265,10.624524562225778
59,9,1,"[0.034217316860673704, 0.9657826831393262]",12,1,0.23558639723091201,0.7382976422165791,2.827036766770944,8.859571706598949
60,10,1,"[0.034217316860673704, 0.9657826831393262]",8,0,0.2001177124062055,0.8470263993966095,1.600941699249644,6.776211195172876
61,10,1,"[0.034217316860673704, 0.9657826831393262]",8,1,0.25300995168957696,0.9089401138784166,2.0240796135166157,7.2715209110273324
62,11,1,"[0.034217316860673704, 0.9657826831393262]",50,0,0.22400737625882033,0.7193422677249921,11.200368812941017,35.96711338624961
63,11,1,"[0.034217316860673704, 0.9657826831393262]",50,1,0.2264770110802444,0.672741803494792,11.32385055401222,33.6370901747396
64,12,1,"[0.034217316860673704, 0.9657826831393262]",22,0,0.21741508563933537,0.8954815831070995,4.783131884065378,19.700594828356188
65,12,1,"[0.034217316860673704, 0.9657826831393262]",22,1,0.32108700465401463,0.877644624044882,7.063914102388322,19.308181728987403
66,13,1,"[0.034217316860673704, 0.9657826831393262]",41,0,0.22411294270847007,0.7054477248274504,9.188630651047273,28.92335671792547
67,13,1,"[0.034217316860673704, 0.9657826831393262]",41,1,0.18854101125838332,0.5731694090654942,7.730181461593716,23.49994577168526
68,14,1,"[0.034217316860673704, 0.9657826831393262]",80,0,0.2697623988580526,0.8907895218329314,21.580991908644208,71.26316174663451
69,14,1,"[0.034217316860673704, 0.9657826831393262]",80,1,0.3212318516462413,0.8651407353046936,25.698548131699305,69.21125882437549
70,15,1,"[0.034217316860673704, 0.9657826831393262]",18,0,0.18440027174997628,0.893968855934824,3.319204891499573,16.091439406826833
71,15,1,"[0.034217316860673704, 0.9657826831393262]",18,1,0.274670861391238,0.8920327013418885,4.944075505042283,16.056588624153992
72,16,1,"[0.034217316860673704, 0.9657826831393262]",80,0,0.27048574796042885,0.7826497305872446,21.638859836834307,62.61197844697957
73,16,1,"[0.034217316860673704, 0.9657826831393262]",80,1,0.1405075659825274,0.4934945815328655,11.240605278602192,39.47956652262924
74,17,1,"[0.034217316860673704, 0.9657826831393262]",13,0,0.19684992694679512,0.8743644825018699,2.5590490503083365,11.366738272524309
75,17,1,"[0.034217316860673704, 0.9657826831393262]",13,1,0.28992390504740484,0.8890592310691036,3.7690107656162626,11.557770003898346
76,18,1,"[0.034217316860673704, 0.9657826831393262]",80,0,0.2802262317996266,0.8875796888437948,22.418098543970125,71.00637510750359
77,18,1,"[0.034217316860673704, 0.9657826831393262]",80,1,0.38454133741023366,0.8560895588778135,30.76330699281869,68.48716471022507
78,19,1,"[0.034217316860673704, 0.9657826831393262]",31,0,0.22484344752259552,0.8979313703007465,6.970146873200461,27.835872479323143
79,19,1,"[0.034217316860673704, 0.9657826831393262]",31,1,0.3202791141925287,0.8771715586211706,9.92865253996839,27.192318317256287
80,0,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.26901007111005704,0.8830878539573289,21.520805688804565,70.64702831658632
81,0,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.2823034495753548,0.8749912251400739,22.584275966028382,69.99929801120591
82,1,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.37265339086638355,0.84070094975326,29.812271269310685,67.2560759802608
83,1,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.39532012407603395,0.8444382722676274,31.625609926082717,67.55506178141019
84,2,2,"[0.0686372818684692, 0.9313627181315308]",50,0,0.2059502087646976,0.7112935191880257,10.29751043823488,35.564675959401285
85,2,2,"[0.0686372818684692, 0.9313627181315308]",50,1,0.17862726493193348,0.6146532562774847,8.931363246596675,30.732662813874235
86,3,2,"[0.0686372818684692, 0.9313627181315308]",8,0,0.1950742891201626,0.851115641948302,1.5605943129613007,6.808925135586416
87,3,2,"[0.0686372818684692, 0.9313627181315308]",8,1,0.17997950870313162,0.90166180007724,1.439836069625053,7.21329440061792
88,4,2,"[0.0686372818684692, 0.9313627181315308]",21,0,0.23207137080288062,0.8794889515105714,4.873498786860493,18.469267981722
89,4,2,"[0.0686372818684692, 0.9313627181315308]",21,1,0.2708131219649366,0.893280042883629,5.687075561263669,18.75888090055621
90,5,2,"[0.0686372818684692, 0.9313627181315308]",43,0,0.22560146689211188,0.8950121995945899,9.700863076360811,38.485524582567365
91,5,2,"[0.0686372818684692, 0.9313627181315308]",43,1,0.362758658947048,0.8731584737433028,15.598622334723064,37.54581437096202
92,6,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.30187567084858125,0.8083820456495786,24.1500536678865,64.67056365196629
93,6,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.3016523558971374,0.7567216946070767,24.13218847177099,60.53773556856614
94,7,2,"[0.0686372818684692, 0.9313627181315308]",13,0,0.23299468678250077,0.870550994368899,3.02893092817251,11.317162926795687
95,7,2,"[0.0686372818684692, 0.9313627181315308]",13,1,0.20859552818514115,0.9067593734285123,2.711741866406835,11.78787185457066
96,8,2,"[0.0686372818684692, 0.9313627181315308]",28,0,0.2690106635515365,0.8904059181733437,7.532298579443023,24.931365708853622
97,8,2,"[0.0686372818684692, 0.9313627181315308]",28,1,0.30408645404471235,0.8794769454887067,8.514420713251946,24.62535447368379
98,9,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.27746890400801905,0.8933962328398719,22.197512320641522,71.47169862718975
99,9,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.31485561102564474,0.8748682315011331,25.188448882051578,69.98945852009065
100,10,2,"[0.0686372818684692, 0.9313627181315308]",42,0,0.22345929409200682,0.8946357400678328,9.385290351864287,37.574701082848975
101,10,2,"[0.0686372818684692, 0.9313627181315308]",42,1,0.3154926402708615,0.8853590628987976,13.250690891376182,37.1850806417495
102,11,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.29154655192001233,0.8849209444970503,23.32372415360099,70.79367555976403
103,11,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.31689198297154686,0.8765964782783439,25.35135863772375,70.1277182622675
104,12,2,"[0.0686372818684692, 0.9313627181315308]",23,0,0.20376086797100681,0.8880213170823513,4.686499963333157,20.42449029289408
105,12,2,"[0.0686372818684692, 0.9313627181315308]",23,1,0.2870877713349347,0.887995073450512,6.603018740703497,20.423886689361776
106,13,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.2944670382972627,0.7715770604185282,23.557363063781015,61.72616483348226
107,13,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.23794254767654016,0.6351149472719453,19.035403814123214,50.80919578175562
108,14,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.3006501552050418,0.8735270268304072,24.052012416403343,69.88216214643258
109,14,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.3458135214873511,0.8527256029839606,27.665081718988088,68.21804823871685
110,15,2,"[0.0686372818684692, 0.9313627181315308]",80,0,0.30849674447899883,0.7882513055562888,24.679739558319906,63.060104444503104
111,15,2,"[0.0686372818684692, 0.9313627181315308]",80,1,0.11251048568640627,0.45254748762110797,9.000838854912502,36.20379900968864
112,16,2,"[0.0686372818684692, 0.9313627181315308]",13,0,0.19901365059804116,0.8957995988920773,2.5871774577745352,11.645394785597004
113,16,2,"[0.0686372818684692, 0.9313627181315308]",13,1,0.2722095478112182,0.8788039732200582,3.5387241215458363,11.424451651860757
114,17,2,"[0.0686372818684692, 0.9313627181315308]",54,0,0.20612215660009986,0.9080211193544332,11.130596456405392,49.033140445139395
115,17,2,"[0.0686372818684692, 0.9313627181315308]",54,1,0.32783025749874867,0.8715400433914868,17.70283390493243,47.06316234314029
116,18,2,"[0.0686372818684692, 0.9313627181315308]",22,0,0.22171327537340127,0.8856639787178389,4.877692058214828,19.484607531792456
117,18,2,"[0.0686372818684692, 0.9313627181315308]",22,1,0.2297524786804905,0.9054363529587512,5.054554530970791,19.919599765092528
118,19,2,"[0.0686372818684692, 0.9313627181315308]",33,0,0.21949485452004863,0.9002738778383305,7.243330199161605,29.709037968664905
119,19,2,"[0.0686372818684692, 0.9313627181315308]",33,1,0.24420074509009074,0.8965343209954796,8.058624587972995,29.585632592850825
120,0,3,"[0.10314323961562584, 0.8968567603843742]",20,0,0.23583714577671663,0.8925110235634268,4.716742915534333,17.850220471268536
121,0,3,"[0.10314323961562584, 0.8968567603843742]",20,1,0.27434709322486694,0.9012940597651797,5.4869418644973385,18.025881195303594
122,1,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.3295690747458381,0.8607143326341573,26.365525979667048,68.85714661073258
123,1,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.325477195972168,0.864379563967065,26.03817567777344,69.1503651173652
124,2,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.24212439894862142,0.7663991315657414,19.369951915889715,61.31193052525931
125,2,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.21454775847960178,0.6600024373418909,17.163820678368143,52.80019498735127
126,3,3,"[0.10314323961562584, 0.8968567603843742]",12,0,0.14071224977033978,0.8952557156803799,1.6885469972440772,10.743068588164558
127,3,3,"[0.10314323961562584, 0.8968567603843742]",12,1,0.1791581457284657,0.9187272402639651,2.1498977487415885,11.024726883167581
128,4,3,"[0.10314323961562584, 0.8968567603843742]",28,0,0.279239952900919,0.8827336924018082,7.818718681225732,24.71654338725063
129,4,3,"[0.10314323961562584, 0.8968567603843742]",28,1,0.32534147989931644,0.8818737448868905,9.10956143718086,24.692464856832935
130,5,3,"[0.10314323961562584, 0.8968567603843742]",28,0,0.23369554394760603,0.8985553794612836,6.543475230532969,25.15955062491594
131,5,3,"[0.10314323961562584, 0.8968567603843742]",28,1,0.30359558520837143,0.8887877265636089,8.5006763858344,24.88605634378105
132,6,3,"[0.10314323961562584, 0.8968567603843742]",40,0,0.22282255878781076,0.8977843056057291,8.91290235151243,35.91137222422916
133,6,3,"[0.10314323961562584, 0.8968567603843742]",40,1,0.33825674360106717,0.884540732004466,13.530269744042686,35.38162928017864
134,7,3,"[0.10314323961562584, 0.8968567603843742]",19,0,0.2646106541828557,0.8830577036316212,5.027602429474258,16.778096369000803
135,7,3,"[0.10314323961562584, 0.8968567603843742]",19,1,0.28369765772787864,0.7833307344016832,5.3902554968296945,14.883283953631981
136,8,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.2597555905252878,0.8960696161277777,20.780447242023023,71.68556929022222
137,8,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.34436350663437587,0.8475035908394248,27.54908053075007,67.80028726715399
138,9,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.26860112629193234,0.8911088411045505,21.488090103354587,71.28870728836404
139,9,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.323034083915669,0.86948926015345,25.84272671325352,69.559140812276
140,10,3,"[0.10314323961562584, 0.8968567603843742]",43,0,0.20081566866334663,0.7029024644332105,8.635073752523905,30.22480597062805
141,10,3,"[0.10314323961562584, 0.8968567603843742]",43,1,0.20954393764114324,0.6730251221800371,9.010389318569159,28.940080253741595
142,11,3,"[0.10314323961562584, 0.8968567603843742]",25,0,0.22626559638231555,0.893206805800432,5.656639909557889,22.3301701450108
143,11,3,"[0.10314323961562584, 0.8968567603843742]",25,1,0.22215984931745617,0.9045764379321138,5.553996232936404,22.614410948302847
144,12,3,"[0.10314323961562584, 0.8968567603843742]",42,0,0.21609450580159187,0.6567553259299969,9.075969243666858,27.58372368905987
145,12,3,"[0.10314323961562584, 0.8968567603843742]",42,1,0.13175657010046576,0.6120868081880554,5.5337759442195615,25.707645943898328
146,13,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.314247576209128,0.7708343202124062,25.139806096730243,61.66674561699249
147,13,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.3839220504922206,0.8639022929893752,30.71376403937765,69.11218343915002
148,14,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.29314694111367856,0.74804626013019,23.451755289094283,59.84370081041521
149,14,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.2504899986386703,0.6182462310393027,20.039199891093624,49.459698483144216
150,15,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.2923166706622428,0.8894087842291715,23.385333652979426,71.15270273833372
151,15,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.35877714087998097,0.8569707795010431,28.702171270398477,68.55766236008344
152,16,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.2181542795192697,0.7202358442861685,17.452342361541575,57.618867542893476
153,16,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.23693016111975468,0.6736689725880329,18.954412889580375,53.893517807042635
154,17,3,"[0.10314323961562584, 0.8968567603843742]",46,0,0.2185911849512634,0.7394867653111155,10.055194507758117,34.01639120431131
155,17,3,"[0.10314323961562584, 0.8968567603843742]",46,1,0.20437884820891167,0.7256822286303101,9.401427017609937,33.381382516994265
156,18,3,"[0.10314323961562584, 0.8968567603843742]",80,0,0.26159675094554585,0.7642208651146654,20.92774007564367,61.137669209173225
157,18,3,"[0.10314323961562584, 0.8968567603843742]",80,1,0.24041982295258085,0.6897709727821656,19.23358583620647,55.18167782257325
158,19,3,"[0.10314323961562584, 0.8968567603843742]",37,0,0.20995739903147345,0.8999512461819901,7.768423764164518,33.298196108733634
159,19,3,"[0.10314323961562584, 0.8968567603843742]",37,1,0.31795378465043467,0.8838939400527815,11.764290032066082,32.704075781952916
160,0,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.25779993001403473,0.8885274763642883,20.62399440112278,71.08219810914306
161,0,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.28274403204665977,0.875712473365776,22.619522563732783,70.05699786926208
162,1,4,"[0.13766350071741018, 0.8623364992825899]",29,0,0.24089829830193488,0.8819689049087933,6.986050650756112,25.577098242355007
163,1,4,"[0.13766350071741018, 0.8623364992825899]",29,1,0.3237913772843617,0.8856907423227499,9.389949941246488,25.685031527359747
164,2,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.3467039386094881,0.8605849396419561,27.73631508875905,68.84679517135649
165,2,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.3931456209206331,0.856537276288519,31.451649673650646,68.52298210308152
166,3,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.23641640657292787,0.911878809477017,18.91331252583423,72.95030475816137
167,3,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.3573889477948224,0.8803305544045076,28.591115823585792,70.4264443523606
168,4,4,"[0.13766350071741018, 0.8623364992825899]",40,0,0.25680667812223684,0.8850815333410871,10.272267124889474,35.403261333643485
169,4,4,"[0.13766350071741018, 0.8623364992825899]",40,1,0.3330673297915481,0.8798047351769174,13.322693191661923,35.1921894070767
170,5,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.33133802349742636,0.7471852740086558,26.50704187979411,59.77482192069246
171,5,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.12660599732279437,0.38179879136574923,10.12847978582355,30.54390330925994
172,6,4,"[0.13766350071741018, 0.8623364992825899]",5,0,0.1386320436138488,0.8501276529325267,0.693160218069244,4.2506382646626335
173,6,4,"[0.13766350071741018, 0.8623364992825899]",5,1,0.29558920450879583,0.8799315496147931,1.477946022543979,4.399657748073966
174,7,4,"[0.13766350071741018, 0.8623364992825899]",61,0,0.2438510592875034,0.8987600689623656,14.874914616537707,54.8243642067043
175,7,4,"[0.13766350071741018, 0.8623364992825899]",61,1,0.31712812360760656,0.878005856612142,19.344815540064,53.55835725334067
176,8,4,"[0.13766350071741018, 0.8623364992825899]",71,0,0.24712579016386577,0.769199859961241,17.54593110163447,54.613190057248104
177,8,4,"[0.13766350071741018, 0.8623364992825899]",71,1,0.26300519218075247,0.6917163810721887,18.673368644833424,49.111863056125394
178,9,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.2954741398786207,0.8842283615691947,23.637931190289656,70.73826892553558
179,9,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.3783710050611725,0.8538661112866203,30.269680404893798,68.30928890292962
180,10,4,"[0.13766350071741018, 0.8623364992825899]",18,0,0.22416770354941196,0.882629238939905,4.035018663889415,15.88732630091829
181,10,4,"[0.13766350071741018, 0.8623364992825899]",18,1,0.320548950573905,0.8760623147606368,5.76988111033029,15.769121665691463
182,11,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.2996664870316196,0.8861126894518891,23.973318962529568,70.88901515615113
183,11,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.36517745729096474,0.8578402813112532,29.21419658327718,68.62722250490026
184,12,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.28381030512504324,0.887021247219929,22.704824410003457,70.96169977759432
185,12,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.34721232932809964,0.8591140914718063,27.77698634624797,68.7291273177445
186,13,4,"[0.13766350071741018, 0.8623364992825899]",5,0,0.14551834184190332,0.8514466538073512,0.7275917092095165,4.257233269036756
187,13,4,"[0.13766350071741018, 0.8623364992825899]",5,1,0.28536745742017383,0.8995079898174204,1.4268372871008692,4.497539949087102
188,14,4,"[0.13766350071741018, 0.8623364992825899]",5,0,0.1355898912421666,0.8561630799778575,0.677949456210833,4.2808153998892875
189,14,4,"[0.13766350071741018, 0.8623364992825899]",5,1,0.28481785613715227,0.890441349765371,1.4240892806857615,4.452206748826855
190,15,4,"[0.13766350071741018, 0.8623364992825899]",24,0,0.20836896255789913,0.8935835824744087,5.000855101389579,21.44600597938581
191,15,4,"[0.13766350071741018, 0.8623364992825899]",24,1,0.3153757143627624,0.8772355509645829,7.569017144706297,21.05365322314999
192,16,4,"[0.13766350071741018, 0.8623364992825899]",30,0,0.22874988335596905,0.891868402482017,6.862496500679072,26.756052074460513
193,16,4,"[0.13766350071741018, 0.8623364992825899]",30,1,0.29529967400192814,0.8849961132537526,8.858990220057844,26.54988339761258
194,17,4,"[0.13766350071741018, 0.8623364992825899]",31,0,0.23865852085118333,0.8980993978793128,7.398414146386683,27.841081334258696
195,17,4,"[0.13766350071741018, 0.8623364992825899]",31,1,0.2822640003686314,0.8845822906574953,8.750184011427574,27.422051010382354
196,18,4,"[0.13766350071741018, 0.8623364992825899]",47,0,0.2853695547277107,0.8758542203661513,13.412369072202402,41.16514835720911
197,18,4,"[0.13766350071741018, 0.8623364992825899]",47,1,0.2583486733327304,0.8830688322590888,12.14238764663833,41.50423511617718
198,19,4,"[0.13766350071741018, 0.8623364992825899]",80,0,0.3532676354348654,0.8637051112145411,28.26141083478923,69.09640889716329
199,19,4,"[0.13766350071741018, 0.8623364992825899]",80,1,0.3327190385852592,0.8476056528945085,26.617523086820736,67.80845223156068
200,0,5,"[0.172172730980552, 0.827827269019448]",80,0,0.24246705487678044,0.7755659477194426,19.397364390142435,62.045275817555414
201,0,5,"[0.172172730980552, 0.827827269019448]",80,1,0.17155311617468832,0.5931591323362505,13.724249293975065,47.45273058690004
202,1,5,"[0.172172730980552, 0.827827269019448]",14,0,0.20312820938445109,0.8901223309142343,2.843794931382315,12.46171263279928
203,1,5,"[0.172172730980552, 0.827827269019448]",14,1,0.281453166500076,0.8797548107409237,3.940344331001064,12.316567350372932
204,2,5,"[0.172172730980552, 0.827827269019448]",80,0,0.27343629732347063,0.7531300106491906,21.874903785877652,60.25040085193525
205,2,5,"[0.172172730980552, 0.827827269019448]",80,1,0.2444109039678271,0.6601774545584023,19.552872317426168,52.814196364672185
206,3,5,"[0.172172730980552, 0.827827269019448]",80,0,0.28409664129496887,0.8953053311850094,22.72773130359751,71.62442649480076
207,3,5,"[0.172172730980552, 0.827827269019448]",80,1,0.3805889753054426,0.8552602683563466,30.447118024435408,68.42082146850773
208,4,5,"[0.172172730980552, 0.827827269019448]",80,0,0.32405700039117746,0.8748139282870311,25.9245600312942,69.98511426296248
209,4,5,"[0.172172730980552, 0.827827269019448]",80,1,0.3822061873949024,0.8623720729745556,30.57649499159219,68.98976583796446
210,5,5,"[0.172172730980552, 0.827827269019448]",17,0,0.2418942307542295,0.8791727076497003,4.112201922821901,14.945936030044907
211,5,5,"[0.172172730980552, 0.827827269019448]",17,1,0.2776779586158494,0.8918760513826022,4.7205252964694395,15.161892873504238
212,6,5,"[0.172172730980552, 0.827827269019448]",36,0,0.21047586477784166,0.9021791435995278,7.5771311320023,32.478449169583
213,6,5,"[0.172172730980552, 0.827827269019448]",36,1,0.2975458185734985,0.8851956241439369,10.711649468645945,31.86704246918173
214,7,5,"[0.172172730980552, 0.827827269019448]",13,0,0.16252314761681574,0.8823514162970288,2.112800919018605,11.470568411861375
215,7,5,"[0.172172730980552, 0.827827269019448]",13,1,0.2566689627017583,0.8870169156930778,3.336696515122858,11.531219904010012
216,8,5,"[0.172172730980552, 0.827827269019448]",80,0,0.29586634974853454,0.789163178048631,23.669307979882763,63.13305424389048
217,8,5,"[0.172172730980552, 0.827827269019448]",80,1,0.24182530226177326,0.681150505394262,19.34602418094186,54.492040431540964
218,9,5,"[0.172172730980552, 0.827827269019448]",80,0,0.34972110816569446,0.859455289866894,27.977688653255555,68.75642318935152
219,9,5,"[0.172172730980552, 0.827827269019448]",80,1,0.3819628154288104,0.8632782740774175,30.55702523430483,69.0622619261934
220,10,5,"[0.172172730980552, 0.827827269019448]",34,0,0.21404932650015593,0.6764285403932009,7.277677101005302,22.99857037336883
221,10,5,"[0.172172730980552, 0.827827269019448]",34,1,0.18686949139500175,0.58853741662306,6.35356270743006,20.01027216518404
222,11,5,"[0.172172730980552, 0.827827269019448]",80,0,0.29449873016095107,0.8881258132116754,23.559898412876084,71.05006505693403
223,11,5,"[0.172172730980552, 0.827827269019448]",80,1,0.3540568816871928,0.8676537631694083,28.324550534975423,69.41230105355267
224,12,5,"[0.172172730980552, 0.827827269019448]",8,0,0.20367404781295712,0.869645050182083,1.629392382503657,6.957160401456664
225,12,5,"[0.172172730980552, 0.827827269019448]",8,1,0.2877196748025608,0.9005130267235896,2.301757398420486,7.204104213788717
226,13,5,"[0.172172730980552, 0.827827269019448]",25,0,0.19527702454132836,0.799500722608283,4.881925613533209,19.987518065207073
227,13,5,"[0.172172730980552, 0.827827269019448]",25,1,0.13602663359402492,0.6950302240564753,3.4006658398506233,17.375755601411882
228,14,5,"[0.172172730980552, 0.827827269019448]",80,0,0.25386636358996034,0.7569322013415093,20.309309087196826,60.55457610732074
229,14,5,"[0.172172730980552, 0.827827269019448]",80,1,0.1840437862595226,0.5919501613729334,14.723502900761808,47.356012909834675
230,15,5,"[0.172172730980552, 0.827827269019448]",80,0,0.31833300490705646,0.8696142269481422,25.466640392564518,69.56913815585138
231,15,5,"[0.172172730980552, 0.827827269019448]",80,1,0.3346227917764525,0.8635291095792633,26.769823342116197,69.08232876634106
232,16,5,"[0.172172730980552, 0.827827269019448]",80,0,0.2662679618411743,0.8094411732647766,21.301436947293944,64.75529386118212
233,16,5,"[0.172172730980552, 0.827827269019448]",80,1,0.13420393470639652,0.6356050850956905,10.73631477651172,50.84840680765524
234,17,5,"[0.172172730980552, 0.827827269019448]",80,0,0.3200285940206681,0.8761360326819132,25.602287521653448,70.09088261455305
235,17,5,"[0.172172730980552, 0.827827269019448]",80,1,0.37110144344651286,0.8550322324968395,29.688115475721027,68.40257859974716
236,18,5,"[0.172172730980552, 0.827827269019448]",5,0,0.15069531346500845,0.8491140086493933,0.7534765673250422,4.245570043246967
237,18,5,"[0.172172730980552, 0.827827269019448]",5,1,0.17358413491099522,0.9021058348790152,0.8679206745549761,4.510529174395076
238,19,5,"[0.172172730980552, 0.827827269019448]",20,0,0.22422120692202768,0.8949664603413735,4.484424138440554,17.89932920682747
239,19,5,"[0.172172730980552, 0.827827269019448]",20,1,0.28414702234374,0.8817282318693873,5.6829404468748,17.634564637387747
240,0,6,"[0.20671130043282177, 0.7932886995671783]",80,0,0.36295316633758856,0.8592937255110163,29.036253307007083,68.7434980408813
241,0,6,"[0.20671130043282177, 0.7932886995671783]",80,1,0.3833988895407563,0.8564260848970097,30.671911163260503,68.51408679176077
242,1,6,"[0.20671130043282177, 0.7932886995671783]",21,0,0.19847157711083738,0.8953383239193312,4.167903119327585,18.802104802305955
243,1,6,"[0.20671130043282177, 0.7932886995671783]",21,1,0.24989177423791847,0.8959609026347118,5.247727258996288,18.81517895532895
