,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper,use_default_reward_normalisation
0,0,0,"[0.0, 1.0]",80,0.06222533390779859,0.970223144746577,4.978026712623887,77.61785157972616,1,0.9,1000,False,True
1,1,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,1,0.9,1000,False,True
2,2,0,"[0.0, 1.0]",80,0.08608871114204796,0.9940867811102139,6.887096891363837,79.52694248881711,1,0.9,1000,False,True
3,3,0,"[0.0, 1.0]",80,0.08798265052824047,0.9959807205041533,7.038612042259238,79.67845764033227,1,0.9,1000,False,True
4,4,0,"[0.0, 1.0]",80,0.0909998353134083,0.9990110235344565,7.279986825072664,79.92088188275652,1,0.9,1000,False,True
5,5,0,"[0.0, 1.0]",80,0.08722336616051199,0.9952231447465776,6.977869292840959,79.6178515797262,1,0.9,1000,False,True
6,6,0,"[0.0, 1.0]",80,0.09135391750274587,0.9993898114132443,7.308313400219669,79.95118491305955,1,0.9,1000,False,True
7,7,0,"[0.0, 1.0]",80,0.08986203106438734,0.9978746598980928,7.188962485150987,79.82997279184742,1,0.9,1000,False,True
8,8,0,"[0.0, 1.0]",80,0.07623859617138169,0.9842382962617291,6.099087693710535,78.73906370093833,1,0.9,1000,False,True
9,9,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,1,0.9,1000,False,True
10,10,0,"[0.0, 1.0]",80,0.08381438714904907,0.9918140538374868,6.705150971923926,79.34512430699894,1,0.9,1000,False,True
11,11,0,"[0.0, 1.0]",80,0.0913920005744651,0.9993898114132443,7.311360045957208,79.95118491305955,1,0.9,1000,False,True
12,12,0,"[0.0, 1.0]",80,0.08040715207935431,0.9884049629283957,6.432572166348344,79.07239703427166,1,0.9,1000,False,True
13,13,0,"[0.0, 1.0]",80,0.07927078395958677,0.9872685992920323,6.341662716766941,78.98148794336258,1,0.9,1000,False,True
14,14,0,"[0.0, 1.0]",80,0.08949805669474965,0.9974958720193049,7.159844535579972,79.7996697615444,1,0.9,1000,False,True
15,15,0,"[0.0, 1.0]",80,0.08983851077694885,0.9978746598980928,7.187080862155908,79.82997279184742,1,0.9,1000,False,True
16,16,0,"[0.0, 1.0]",80,0.09101321269567723,0.9990110235344565,7.281057015654179,79.92088188275652,1,0.9,1000,False,True
17,17,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,1,0.9,1000,False,True
18,18,0,"[0.0, 1.0]",80,0.09100008995090889,0.9990110235344565,7.28000719607271,79.92088188275652,1,0.9,1000,False,True
19,19,0,"[0.0, 1.0]",80,0.09177078395958674,0.9922031348651548,7.341662716766939,79.37625078921238,1,0.9,1000,False,True
20,0,1,"[0.03421996671682061, 0.9657800332831794]",80,0.08078593989047458,0.9887837508071836,6.462875191237967,79.10270006457469,1,0.9,1000,False,True
21,1,1,"[0.03421996671682061, 0.9657800332831794]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,1,0.9,1000,False,True
22,2,1,"[0.03421996671682061, 0.9657800332831794]",80,0.07813442480662704,0.9861322356556685,6.250753984530163,78.89057885245349,1,0.9,1000,False,True
23,3,1,"[0.03421996671682061, 0.9657800332831794]",80,0.09096034033752375,0.9990110235344565,7.2768272270019,79.92088188275652,1,0.9,1000,False,True
24,4,1,"[0.03421996671682061, 0.9657800332831794]",80,0.07770452806474164,0.9857534477768807,6.216362245179331,78.86027582215046,1,0.9,1000,False,True
25,5,1,"[0.03421996671682061, 0.9657800332831794]",80,0.0819222991109336,0.9899201144435473,6.553783928874688,79.19360915548378,1,0.9,1000,False,True
26,6,1,"[0.03421996671682061, 0.9657800332831794]",80,0.09473598782407869,0.9952334378954578,7.5788790259262955,79.61867503163663,1,0.9,1000,False,True
27,7,1,"[0.03421996671682061, 0.9657800332831794]",80,0.09442230301315686,0.99485465001667,7.553784241052549,79.5883720013336,1,0.9,1000,False,True
28,8,1,"[0.03421996671682061, 0.9657800332831794]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,1,0.9,1000,False,True
29,9,1,"[0.03421996671682061, 0.9657800332831794]",80,0.08457195849292513,0.9925716295950625,6.765756679434011,79.405730367605,1,0.9,1000,False,True
30,10,1,"[0.03421996671682061, 0.9657800332831794]",80,0.0845738187562833,0.9925716295950625,6.765905500502663,79.405730367605,1,0.9,1000,False,True
31,11,1,"[0.03421996671682061, 0.9657800332831794]",80,0.09587114479523455,0.9963698015318215,7.669691583618764,79.70958412254572,1,0.9,1000,False,True
32,12,1,"[0.03421996671682061, 0.9657800332831794]",80,0.08948468378951277,0.9974958720193049,7.158774703161021,79.7996697615444,1,0.9,1000,False,True
33,13,1,"[0.03421996671682061, 0.9657800332831794]",80,0.08868761292394299,0.9967382962617292,7.0950090339154395,79.73906370093833,1,0.9,1000,False,True
34,14,1,"[0.03421996671682061, 0.9657800332831794]",80,0.0894451886901403,0.9974958720193049,7.155615095211224,79.7996697615444,1,0.9,1000,False,True
