,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper,use_default_reward_normalisation
0,0,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True
1,1,0,"[0.0, 1.0]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True
2,2,0,"[0.0, 1.0]",80,0.06978614842462376,0.9626679734685798,5.582891873969901,77.01343787748638,0,0.9,1000,False,True
3,3,0,"[0.0, 1.0]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True
4,4,0,"[0.0, 1.0]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True
5,5,0,"[0.0, 1.0]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True
6,6,0,"[0.0, 1.0]",80,0.010660507653581881,0.9088510970523384,0.8528406122865505,72.70808776418707,0,0.9,1000,False,True
7,7,0,"[0.0, 1.0]",80,0.08033040484451584,0.9610807561816521,6.426432387561267,76.88646049453217,0,0.9,1000,False,True
8,8,0,"[0.0, 1.0]",80,0.0610508871997157,0.9690867811102135,4.884070975977256,77.52694248881708,0,0.9,1000,False,True
9,9,0,"[0.0, 1.0]",80,0.00842601147827042,0.906578369779611,0.6740809182616336,72.52626958236888,0,0.9,1000,False,True
10,10,0,"[0.0, 1.0]",80,0.001606150556969662,0.909617084140516,0.12849204455757296,72.76936673124128,0,0.9,1000,False,True
11,11,0,"[0.0, 1.0]",80,0.003094378355328254,0.9111322356556675,0.24755026842626032,72.8905788524534,0,0.9,1000,False,True
12,12,0,"[0.0, 1.0]",80,0.04024246619003508,0.9385626277340323,3.2193972952028065,75.08501021872259,0,0.9,1000,False,True
13,13,0,"[0.0, 1.0]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True
14,14,0,"[0.0, 1.0]",80,0.043624677533315684,0.9365316098322156,3.4899742026652545,74.92252878657725,0,0.9,1000,False,True
15,15,0,"[0.0, 1.0]",80,0.004649576254111076,0.912647387170819,0.37196610032888605,73.01179097366551,0,0.9,1000,False,True
16,16,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True
17,17,0,"[0.0, 1.0]",80,0.003853658443291506,0.9118898114132431,0.3082926754633205,72.95118491305945,0,0.9,1000,False,True
18,18,0,"[0.0, 1.0]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True
19,19,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True
20,0,1,"[0.03421237747743636, 0.9657876225225637]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True
21,1,1,"[0.03421237747743636, 0.9657876225225637]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True
22,2,1,"[0.03421237747743636, 0.9657876225225637]",80,0.03759099904181811,0.9456019326253644,3.007279923345449,75.64815461002915,0,0.9,1000,False,True
23,3,1,"[0.03421237747743636, 0.9657876225225637]",80,0.06714957633204097,0.9675819227439421,5.371966106563277,77.40655381951537,0,0.9,1000,False,True
24,4,1,"[0.03421237747743636, 0.9657876225225637]",80,0.04025563693810162,0.9482534477768796,3.2204509550481295,75.86027582215037,0,0.9,1000,False,True
25,5,1,"[0.03421237747743636, 0.9657876225225637]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True
26,6,1,"[0.03421237747743636, 0.9657876225225637]",80,0.04707355961914979,0.9323752363144289,3.765884769531983,74.59001890515431,0,0.9,1000,False,True
27,7,1,"[0.03421237747743636, 0.9657876225225637]",80,0.016770788453075093,0.9096376704382761,1.3416630762460073,72.77101363506209,0,0.9,1000,False,True
28,8,1,"[0.03421237747743636, 0.9657876225225637]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True
29,9,1,"[0.03421237747743636, 0.9657876225225637]",80,0.04098664281830788,0.9414455591075777,3.2789314254646302,75.31564472860622,0,0.9,1000,False,True
30,10,1,"[0.03421237747743636, 0.9657876225225637]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True
31,11,1,"[0.03421237747743636, 0.9657876225225637]",80,0.037225333316018,0.9452231447465765,2.9780266652814404,75.61785157972612,0,0.9,1000,False,True
32,12,1,"[0.03421237747743636, 0.9657876225225637]",80,0.09135391750274587,0.9993898114132443,7.308313400219669,79.95118491305955,0,0.9,1000,False,True
33,13,1,"[0.03421237747743636, 0.9657876225225637]",80,0.03262700687252805,0.9406776902011218,2.610160549802244,75.25421521608975,0,0.9,1000,False,True
34,14,1,"[0.03421237747743636, 0.9657876225225637]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True
35,15,1,"[0.03421237747743636, 0.9657876225225637]",80,0.032664936208772,0.9406776902011218,2.61319489670176,75.25421521608975,0,0.9,1000,False,True
36,16,1,"[0.03421237747743636, 0.9657876225225637]",80,0.03680846295729148,0.9448443568677887,2.9446770365833186,75.58754854942309,0,0.9,1000,False,True
37,17,1,"[0.03421237747743636, 0.9657876225225637]",80,0.04476300841183695,0.9527989023223343,3.581040672946956,76.22391218578674,0,0.9,1000,False,True
38,18,1,"[0.03421237747743636, 0.9657876225225637]",80,0.07805697608539247,0.9785667712287907,6.244558086831398,78.28534169830326,0,0.9,1000,False,True
39,19,1,"[0.03421237747743636, 0.9657876225225637]",80,0.0012024023512308786,0.909238296261728,0.09619218809847029,72.73906370093825,0,0.9,1000,False,True
40,0,2,"[0.06859130523255694, 0.931408694767443]",80,0.011846546029010717,0.9198443568677883,0.9477236823208574,73.58754854942306,0,0.9,1000,False,True
