,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper,use_default_reward_normalisation,network_hidden_sizes,use_double_q_learning
32,12,1,"[0.03442332903227728, 0.9655766709677228]",80,0.0008616975441622515,0.9088595083829402,0.06893580353298012,72.70876067063521,0,0.9,1000,False,True,"[128, 128]",False
33,13,1,"[0.03442332903227728, 0.9655766709677228]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True,"[128, 128]",False
34,14,1,"[0.03442332903227728, 0.9655766709677228]",80,0.06714957633204097,0.9675819227439421,5.371966106563277,77.40655381951537,0,0.9,1000,False,True,"[128, 128]",False
35,15,1,"[0.03442332903227728, 0.9655766709677228]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True,"[128, 128]",False
36,16,1,"[0.03442332903227728, 0.9655766709677228]",80,0.030747856896685476,0.9387837508071826,2.459828551734838,75.1027000645746,0,0.9,1000,False,True,"[128, 128]",False
37,17,1,"[0.03442332903227728, 0.9655766709677228]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True,"[128, 128]",False
38,18,1,"[0.03442332903227728, 0.9655766709677228]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True,"[128, 128]",False
39,19,1,"[0.03442332903227728, 0.9655766709677228]",80,0.06146775815022283,0.9694655689890013,4.917420652017826,77.5572455191201,0,0.9,1000,False,True,"[128, 128]",False
40,0,2,"[0.06845280347340314, 0.9315471965265969]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True,"[128, 128]",False
41,1,2,"[0.06845280347340314, 0.9315471965265969]",80,0.06030482522826989,0.9607637409257602,4.824386018261591,76.86109927406082,0,0.9,1000,False,True,"[128, 128]",False
42,2,2,"[0.06845280347340314, 0.9315471965265969]",80,0.0008616975441622515,0.9088595083829402,0.06893580353298012,72.70876067063521,0,0.9,1000,False,True,"[128, 128]",False
43,3,2,"[0.06845280347340314, 0.9315471965265969]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,0,0.9,1000,False,True,"[128, 128]",False
44,4,2,"[0.06845280347340314, 0.9315471965265969]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True,"[128, 128]",False
45,5,2,"[0.06845280347340314, 0.9315471965265969]",80,0.0728313945138591,0.9656982764988827,5.826511561108728,77.25586211991062,0,0.9,1000,False,True,"[128, 128]",False
46,6,2,"[0.06845280347340314, 0.9315471965265969]",80,0.031164727847192607,0.9391625386859704,2.4931782277754087,75.13300309487764,0,0.9,1000,False,True,"[128, 128]",False
47,7,2,"[0.06845280347340314, 0.9315471965265969]",80,0.060697059647878714,0.9687079932314256,4.855764771830297,77.49663945851405,0,0.9,1000,False,True,"[128, 128]",False
48,8,2,"[0.06845280347340314, 0.9315471965265969]",80,0.06032953874213063,0.9683292053526378,4.82636309937045,77.46633642821102,0,0.9,1000,False,True,"[128, 128]",False
49,9,2,"[0.06845280347340314, 0.9315471965265969]",80,0.06712300704645169,0.9675819227439421,5.369840563716135,77.40655381951537,0,0.9,1000,False,True,"[128, 128]",False
