,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper,use_default_reward_normalisation,network_hidden_sizes
0,0,0,"[0.0, 1.0]",80,0.08533139451385906,0.9933292053526381,6.826511561108725,79.46633642821105,1,0.9,1000,False,True,"[128, 64, 32]"
1,1,0,"[0.0, 1.0]",80,0.09397866727713768,0.9944758621378819,7.518293382171014,79.55806897103055,1,0.9,1000,False,True,"[128, 64, 32]"
2,2,0,"[0.0, 1.0]",80,0.09098664341008787,0.9914455591075788,7.27893147280703,79.3156447286063,1,0.9,1000,False,True,"[128, 64, 32]"
3,3,0,"[0.0, 1.0]",80,0.0898768490593136,0.9978746598980928,7.190147924745088,79.82997279184742,1,0.9,1000,False,True,"[128, 64, 32]"
4,4,0,"[0.0, 1.0]",80,0.08192230360476808,0.9899201144435471,6.553784288381447,79.19360915548377,1,0.9,1000,False,True,"[128, 64, 32]"
5,5,0,"[0.0, 1.0]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,1,0.9,1000,False,True,"[128, 64, 32]"
6,6,0,"[0.0, 1.0]",80,0.06866472784719221,0.976662538685971,5.493178227775377,78.13300309487768,1,0.9,1000,False,True,"[128, 64, 32]"
7,7,0,"[0.0, 1.0]",80,0.09663018242865282,0.9971273772893972,7.730414594292226,79.77019018315177,1,0.9,1000,False,True,"[128, 64, 32]"
8,8,0,"[0.0, 1.0]",80,0.09663018242865282,0.9971273772893972,7.730414594292226,79.77019018315177,1,0.9,1000,False,True,"[128, 64, 32]"
9,9,0,"[0.0, 1.0]",80,0.08722533390779845,0.9952231447465776,6.978026712623876,79.6178515797262,1,0.9,1000,False,True,"[128, 64, 32]"
10,10,0,"[0.0, 1.0]",80,0.08641668332369946,0.9944655689890018,6.913334665895957,79.55724551912014,1,0.9,1000,False,True,"[128, 64, 32]"
11,11,0,"[0.0, 1.0]",80,0.08339937204820035,0.9914352659586987,6.671949763856028,79.3148212766959,1,0.9,1000,False,True,"[128, 64, 32]"
12,12,0,"[0.0, 1.0]",80,0.08983876598759435,0.9978746598980928,7.187101279007548,79.82997279184742,1,0.9,1000,False,True,"[128, 64, 32]"
13,13,0,"[0.0, 1.0]",80,0.08943321273168313,0.9899304075924273,7.1546570185346505,79.19443260739419,1,0.9,1000,False,True,"[128, 64, 32]"
14,14,0,"[0.0, 1.0]",80,0.09139200057446512,0.9993898114132443,7.311360045957209,79.95118491305955,1,0.9,1000,False,True,"[128, 64, 32]"
15,15,0,"[0.0, 1.0]",80,0.08945997810880647,0.9974958720193049,7.156798248704518,79.7996697615444,1,0.9,1000,False,True,"[128, 64, 32]"
16,16,0,"[0.0, 1.0]",80,0.09510203987322262,0.9956122257742457,7.60816318985781,79.64897806193966,1,0.9,1000,False,True,"[128, 64, 32]"
17,17,0,"[0.0, 1.0]",80,0.08870240235123071,0.9967382962617292,7.096192188098457,79.73906370093833,1,0.9,1000,False,True,"[128, 64, 32]"
18,18,0,"[0.0, 1.0]",80,0.09628967371311822,0.9967485894106092,7.703173897049458,79.73988715284874,1,0.9,1000,False,True,"[128, 64, 32]"
19,19,0,"[0.0, 1.0]",80,0.07169503087749532,0.9796928417162741,5.735602470199626,78.37542733730193,1,0.9,1000,False,True,"[128, 64, 32]"
20,0,1,"[0.03421236556172546, 0.9657876344382745]",80,0.091770788453253,0.9997685992920322,7.3416630762602395,79.98148794336258,1,0.9,1000,False,True,"[128, 64, 32]"
21,1,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08868941059642674,0.9967382962617292,7.095152847714139,79.73906370093833,1,0.9,1000,False,True,"[128, 64, 32]"
22,2,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08116472784719238,0.9891625386859714,6.49317822777539,79.13300309487771,1,0.9,1000,False,True,"[128, 64, 32]"
23,3,1,"[0.03421236556172546, 0.9657876344382745]",80,0.09963208900703778,0.9925922158928226,7.970567120563023,79.40737727142582,1,0.9,1000,False,True,"[128, 64, 32]"
24,4,1,"[0.03421236556172546, 0.9657876344382745]",80,0.09135391750274587,0.9993898114132443,7.308313400219669,79.95118491305955,1,0.9,1000,False,True,"[128, 64, 32]"
25,5,1,"[0.03421236556172546, 0.9657876344382745]",80,0.0973593617343105,0.9903194886200953,7.788748938744841,79.22555908960763,1,0.9,1000,False,True,"[128, 64, 32]"
26,6,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08684654602901047,0.9948443568677897,6.947723682320838,79.58754854942318,1,0.9,1000,False,True,"[128, 64, 32]"
27,7,1,"[0.03421236556172546, 0.9657876344382745]",80,0.1015260284009772,0.9944861552867621,8.122082272078176,79.55889242294097,1,0.9,1000,False,True,"[128, 64, 32]"
28,8,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08642967507850344,0.9944655689890018,6.914374006280275,79.55724551912014,1,0.9,1000,False,True,"[128, 64, 32]"
29,9,1,"[0.03421236556172546, 0.9657876344382745]",80,0.09101321269567723,0.9990110235344565,7.281057015654179,79.92088188275652,1,0.9,1000,False,True,"[128, 64, 32]"
30,10,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08078593996840443,0.9887837508071835,6.462875197472354,79.10270006457468,1,0.9,1000,False,True,"[128, 64, 32]"
31,11,1,"[0.03421236556172546, 0.9657876344382745]",80,0.07624048542294994,0.9842382962617288,6.099238833835995,78.7390637009383,1,0.9,1000,False,True,"[128, 64, 32]"
32,12,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08911927330173784,0.997117084140517,7.129541864139028,79.76936673124136,1,0.9,1000,False,True,"[128, 64, 32]"
33,13,1,"[0.03421236556172546, 0.9657876344382745]",80,0.08533139451385906,0.9933292053526381,6.826511561108725,79.46633642821105,1,0.9,1000,False,True,"[128, 64, 32]"
