,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper
0,0,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
1,1,0,"[0.0, 1.0]",80,0.5379242873996974,0.9919297541914707,43.0339429919758,79.35438033531766,2,0.9,200,True
2,2,0,"[0.0, 1.0]",80,0.5571997498032835,0.9916661716650678,44.57597998426268,79.33329373320542,2,0.9,200,True
3,3,0,"[0.0, 1.0]",80,0.5622878596361526,0.981797450079306,44.983028770892204,78.54379600634448,2,0.9,200,True
4,4,0,"[0.0, 1.0]",80,0.5350766550377024,0.9853061128871229,42.80613240301619,78.82448903096983,2,0.9,200,True
5,5,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
6,6,0,"[0.0, 1.0]",80,0.5653975338378884,0.9872091455264324,45.23180270703107,78.97673164211459,2,0.9,200,True
7,7,0,"[0.0, 1.0]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,True
8,8,0,"[0.0, 1.0]",80,0.5345217578629018,0.9885206632823798,42.76174062903215,79.08165306259038,2,0.9,200,True
9,9,0,"[0.0, 1.0]",80,0.499294485135718,0.9532933905551071,39.94355881085744,76.26347124440856,2,0.9,200,True
10,10,0,"[0.0, 1.0]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,True
11,11,0,"[0.0, 1.0]",80,0.5436126647110118,0.9976115723732889,43.489013176880945,79.80892578986311,2,0.9,200,True
12,12,0,"[0.0, 1.0]",80,0.5377280425835839,0.987957628038638,43.01824340668671,79.03661024309103,2,0.9,200,True
13,13,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
14,14,0,"[0.0, 1.0]",80,0.5208853942266269,0.9748842996460155,41.67083153813015,77.99074397168124,2,0.9,200,True
15,15,0,"[0.0, 1.0]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,True
16,16,0,"[0.0, 1.0]",80,0.5318702404685877,0.9858691481308645,42.549619237487015,78.86953185046916,2,0.9,200,True
17,17,0,"[0.0, 1.0]",80,0.5485113549408742,0.9926560984207065,43.88090839526994,79.41248787365652,2,0.9,200,True
18,18,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
19,19,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
20,0,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5428550911573666,0.9968539966157131,43.42840729258933,79.74831972925705,2,0.9,200,True
21,1,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5311126666580944,0.9851115723732887,42.48901333264755,78.8089257898631,2,0.9,200,True
22,2,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5627159003908752,0.9888736619175347,45.01727203127001,79.10989295340278,2,0.9,200,True
23,3,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,True
24,4,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5424763033124053,0.9964752087369252,43.39810426499242,79.71801669895402,2,0.9,200,True
25,5,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5687236079032084,0.9878632905849187,45.497888632256675,79.0290632467935,2,0.9,200,True
26,6,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5544081214993539,0.9945448327834306,44.35264971994831,79.56358662267445,2,0.9,200,True
27,7,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5678475629751086,0.9861649058235955,45.42780503800869,78.89319246588764,2,0.9,200,True
28,8,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5394460002482684,0.9934449057066221,43.15568001986147,79.47559245652977,2,0.9,200,True
29,9,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5333853942259513,0.9873842996460163,42.67083153807611,78.9907439716813,2,0.9,200,True
30,10,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5352602898418188,0.9892782390399555,42.82082318734551,79.14225912319644,2,0.9,200,True
31,11,1,"[0.034225021057377965, 0.9657749789426221]",80,0.562556722466792,0.9883497039853035,45.00453779734336,79.06797631882428,2,0.9,200,True
32,12,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
33,13,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,True
34,14,1,"[0.034225021057377965, 0.9657749789426221]",80,0.539067212112555,0.9930661178278342,43.1253769690044,79.44528942622674,2,0.9,200,True
35,15,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5428360493646588,0.9968539966157131,43.426883949172705,79.74831972925705,2,0.9,200,True
36,16,1,"[0.034225021057377965, 0.9657749789426221]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,True
37,17,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
38,18,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5386884245245263,0.9926873299490463,43.0950739619621,79.4149863959237,2,0.9,200,True
39,19,1,"[0.034225021057377965, 0.9657749789426221]",80,0.5492680930337943,0.9943710546337561,43.94144744270355,79.54968437070049,2,0.9,200,True
40,0,2,"[0.06868996046126796, 0.931310039538732]",80,0.5540102917894922,0.9952965161610063,44.320823343159375,79.6237212928805,2,0.9,200,True
41,1,2,"[0.06868996046126796, 0.931310039538732]",80,0.5623552509384704,0.9848280456068984,44.988420075077634,78.78624364855187,2,0.9,200,True
42,2,2,"[0.06868996046126796, 0.931310039538732]",80,0.5409602239158448,0.9949600572217736,43.27681791326758,79.59680457774189,2,0.9,200,True
43,3,2,"[0.06868996046126796, 0.931310039538732]",80,0.5572415612603104,0.9947319157128399,44.57932490082484,79.5785532570272,2,0.9,200,True
44,4,2,"[0.06868996046126796, 0.931310039538732]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
45,5,2,"[0.06868996046126796, 0.931310039538732]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
46,6,2,"[0.06868996046126796, 0.931310039538732]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,True
47,7,2,"[0.06868996046126796, 0.931310039538732]",80,0.5584973194280398,0.9916103180050033,44.67978555424318,79.32882544040027,2,0.9,200,True
48,8,2,"[0.06868996046126796, 0.931310039538732]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
49,9,2,"[0.06868996046126796, 0.931310039538732]",80,0.5424688336644616,0.9964752087369252,43.397506693156934,79.71801669895402,2,0.9,200,True
50,10,2,"[0.06868996046126796, 0.931310039538732]",80,0.5114155693559171,0.9654146026763186,40.91324554847337,77.23316821410549,2,0.9,200,True
51,11,2,"[0.06868996046126796, 0.931310039538732]",80,0.5712451232112213,0.9860481957850142,45.69960985689771,78.88385566280114,2,0.9,200,True
52,12,2,"[0.06868996046126796, 0.931310039538732]",80,0.5333853942259513,0.9873842996460163,42.67083153807611,78.9907439716813,2,0.9,200,True
53,13,2,"[0.06868996046126796, 0.931310039538732]",80,0.5521090021247035,0.9934025766900543,44.16872016997628,79.47220613520435,2,0.9,200,True
54,14,2,"[0.06868996046126796, 0.931310039538732]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
55,15,2,"[0.06868996046126796, 0.931310039538732]",80,0.5333853942259513,0.9873842996460163,42.67083153807611,78.9907439716813,2,0.9,200,True
56,16,2,"[0.06868996046126796, 0.931310039538732]",80,0.56915360232671,0.9817668277922846,45.532288186136796,78.54134622338277,2,0.9,200,True
57,17,2,"[0.06868996046126796, 0.931310039538732]",80,0.5235369093781421,0.9775358147975307,41.88295275025137,78.20286518380246,2,0.9,200,True
58,18,2,"[0.06868996046126796, 0.931310039538732]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
59,19,2,"[0.06868996046126796, 0.931310039538732]",80,0.5420784738977578,0.9960964208581373,43.36627791182062,79.68771366865099,2,0.9,200,True
60,0,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5504053111018944,0.9945500378306533,44.03242488815155,79.56400302645227,2,0.9,200,True
61,1,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
62,2,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
63,3,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5572490135328664,0.9947299706588636,44.57992108262931,79.57839765270909,2,0.9,200,True
64,4,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
65,5,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5424688336644616,0.9964752087369252,43.397506693156934,79.71801669895402,2,0.9,200,True
66,6,3,"[0.10319271812985054, 0.8968072818701495]",80,0.549268092776792,0.9934149634884861,43.94144742214336,79.47319707907889,2,0.9,200,True
67,7,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
68,8,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5155823639235965,0.9695812693429853,41.246589113887715,77.56650154743882,2,0.9,200,True
69,9,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,True
70,10,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
71,11,3,"[0.10319271812985054, 0.8968072818701495]",80,0.56918082950563,0.9849845903632414,45.5344663604504,78.79876722905931,2,0.9,200,True
72,12,3,"[0.10319271812985054, 0.8968072818701495]",80,0.514446000287233,0.9684449057066218,41.155680022978636,77.47559245652974,2,0.9,200,True
73,13,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
74,14,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5352793336205666,0.9892782390399553,42.82234668964533,79.14225912319642,2,0.9,200,True
75,15,3,"[0.10319271812985054, 0.8968072818701495]",80,0.4953039277656499,0.9455333856143945,39.62431422125199,75.64267084915156,2,0.9,200,True
76,16,3,"[0.10319271812985054, 0.8968072818701495]",80,0.537173273014506,0.9911721784338947,42.97386184116048,79.29377427471158,2,0.9,200,True
77,17,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5390671953460011,0.9930661178278342,43.12537562768009,79.44528942622674,2,0.9,200,True
78,18,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5617122126825138,0.9905672251650334,44.936977014601105,79.24537801320267,2,0.9,200,True
79,19,3,"[0.10319271812985054, 0.8968072818701495]",80,0.5572489180502963,0.9924584153056708,44.5799134440237,79.39667322445366,2,0.9,200,True
80,0,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
81,1,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5417187105013215,0.9957176329793495,43.33749684010572,79.65741063834795,2,0.9,200,True
82,2,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5428360493646588,0.9968539966157131,43.426883949172705,79.74831972925705,2,0.9,200,True
83,3,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,True
84,4,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
85,5,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5634233727783412,0.9850295651092195,45.0738698222673,78.80236520873756,2,0.9,200,True
86,6,4,"[0.13768813491318196, 0.8623118650868181]",80,0.524294485135718,0.9782933905551069,41.94355881085744,78.26347124440855,2,0.9,200,True
87,7,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
88,8,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5416995564606712,0.9957176329793495,43.3359645168537,79.65741063834795,2,0.9,200,True
89,9,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5475644022673242,0.9966489868867356,43.805152181385935,79.73191895093885,2,0.9,200,True
90,10,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
91,11,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,True
92,12,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5269460002482756,0.980944905706622,42.155680019862054,78.47559245652975,2,0.9,200,True
93,13,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5303550911962354,0.9843539966157129,42.428407295698825,78.74831972925703,2,0.9,200,True
94,14,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5496732729755525,0.9871542086435067,43.9738618380442,78.97233669148054,2,0.9,200,True
95,15,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5318702427114756,0.9858691481308647,42.54961941691805,78.86953185046917,2,0.9,200,True
96,16,4,"[0.13768813491318196, 0.8623118650868181]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,True
97,17,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5572490138236252,0.9924459104251904,44.579921105890016,79.39567283401523,2,0.9,200,True
98,18,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5254299208810864,0.9794297541914705,42.034393670486914,78.35438033531764,2,0.9,200,True
99,19,4,"[0.13768813491318196, 0.8623118650868181]",80,0.5401836063426015,0.9942024814641979,43.21468850740813,79.53619851713583,2,0.9,200,True
100,0,5,"[0.17219702760361527, 0.8278029723963848]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,True
101,1,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5322490305851337,0.9697299662104409,42.5799224468107,77.57839729683528,2,0.9,200,True
102,2,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
103,3,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5208663526907673,0.9748842996460156,41.66930821526138,77.99074397168125,2,0.9,200,True
104,4,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5311126669538998,0.9775461079464114,42.489013356311986,78.20368863571291,2,0.9,200,True
105,5,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
106,6,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,True
107,7,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
108,8,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5314905269468235,0.9854903602520766,42.519242155745886,78.83922882016613,2,0.9,200,True
109,9,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5511693829937975,0.9962649940276954,44.093550639503796,79.70119952221563,2,0.9,200,True
110,10,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,True
111,11,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5354554428782085,0.9856849007659108,42.83643543025668,78.85479206127286,2,0.9,200,True
112,12,5,"[0.17219702760361527, 0.8278029723963848]",80,0.5623059296670532,0.9733788017798961,44.98447437336425,77.87030414239169,2,0.9,200,True
