,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper
0,0,0,"[0.0, 1.0]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
1,1,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,False
2,2,0,"[0.0, 1.0]",80,0.5386693829937979,0.9926873299490465,43.093550639503825,79.41498639592372,2,0.9,200,False
3,3,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,False
4,4,0,"[0.0, 1.0]",80,0.5479363033355392,0.9981849007659107,43.83490426684314,79.85479206127286,2,0.9,200,False
5,5,0,"[0.0, 1.0]",80,0.5397992507527579,0.99382369358541,43.183940060220635,79.5058954868328,2,0.9,200,False
6,6,0,"[0.0, 1.0]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,False
7,7,0,"[0.0, 1.0]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
8,8,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,False
9,9,0,"[0.0, 1.0]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,False
10,10,0,"[0.0, 1.0]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,False
11,11,0,"[0.0, 1.0]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
12,12,0,"[0.0, 1.0]",80,0.5435862748519765,0.9976115723732889,43.486901988158124,79.80892578986311,2,0.9,200,False
13,13,0,"[0.0, 1.0]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,False
14,14,0,"[0.0, 1.0]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
15,15,0,"[0.0, 1.0]",80,0.5451212570966673,0.9991267238884405,43.60970056773338,79.93013791107524,2,0.9,200,False
16,16,0,"[0.0, 1.0]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
17,17,0,"[0.0, 1.0]",80,0.5413399396811609,0.9953388451005616,43.30719517449287,79.62710760804492,2,0.9,200,False
18,18,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,False
19,19,0,"[0.0, 1.0]",80,0.5451212570966673,0.9991267238884405,43.60970056773338,79.93013791107524,2,0.9,200,False
20,0,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5467934441790362,0.9970485371295471,43.7434755343229,79.76388297036377,2,0.9,200,False
21,1,1,"[0.034203943444552805, 0.9657960565554472]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
22,2,1,"[0.034203943444552805, 0.9657960565554472]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
23,3,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,2,0.9,200,False
24,4,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5479363033355392,0.9981849007659107,43.83490426684314,79.85479206127286,2,0.9,200,False
25,5,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5432082143751545,0.997232784494501,43.45665715001236,79.77862275956008,2,0.9,200,False
26,6,1,"[0.034203943444552805, 0.9657960565554472]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
27,7,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,False
28,8,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5467934441790362,0.9970485371295471,43.7434755343229,79.76388297036377,2,0.9,200,False
29,9,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5454875648119797,0.9995055117672283,43.63900518495837,79.96044094137827,2,0.9,200,False
30,10,1,"[0.034203943444552805, 0.9657960565554472]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
31,11,1,"[0.034203943444552805, 0.9657960565554472]",80,0.5451212570966673,0.9991267238884405,43.60970056773338,79.93013791107524,2,0.9,200,False
32,12,1,"[0.034203943444552805, 0.9657960565554472]",80,0.544723493177002,0.9987479360096525,43.577879454160154,79.8998348807722,2,0.9,200,False
