,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper
0,0,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,1,0.9,200,True
1,1,0,"[0.0, 1.0]",80,0.5487130186747416,0.9989424765234866,43.89704149397933,79.91539812187892,1,0.9,200,True
2,2,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,1,0.9,200,True
3,3,0,"[0.0, 1.0]",80,0.5556968527798198,0.9939236001884503,44.45574822238559,79.51388801507602,1,0.9,200,True
4,4,0,"[0.0, 1.0]",80,0.5568512011756156,0.9912832396875995,44.54809609404925,79.30265917500796,1,0.9,200,True
5,5,0,"[0.0, 1.0]",80,0.5467934441790362,0.9970485371295471,43.7434755343229,79.76388297036377,1,0.9,200,True
6,6,0,"[0.0, 1.0]",80,0.5224005457417784,0.9763994511611672,41.792043659342276,78.11195609289338,1,0.9,200,True
7,7,0,"[0.0, 1.0]",80,0.5691357846700468,0.950905128596608,45.530862773603744,76.07241028772864,1,0.9,200,True
8,8,0,"[0.0, 1.0]",80,0.5467934441790362,0.9970485371295471,43.7434755343229,79.76388297036377,1,0.9,200,True
9,9,0,"[0.0, 1.0]",80,0.5570596366508694,0.9865255373350387,44.56477093206956,78.92204298680309,1,0.9,200,True
10,10,0,"[0.0, 1.0]",80,0.5520946632101189,0.9930334676888195,44.167573056809516,79.44267741510556,1,0.9,200,True
11,11,0,"[0.0, 1.0]",80,0.5184099883717109,0.9686394462204555,41.47279906973687,77.49115569763644,1,0.9,200,True
12,12,0,"[0.0, 1.0]",80,0.5856448368565592,0.972254919171941,46.851586948524734,77.78039353375527,1,0.9,200,True
13,13,0,"[0.0, 1.0]",80,0.5828039277658166,0.9738787269481698,46.62431422126533,77.91029815585358,1,0.9,200,True
14,14,0,"[0.0, 1.0]",80,0.551150498584161,0.9964761496460642,44.09203988673288,79.71809197168514,1,0.9,200,True
15,15,0,"[0.0, 1.0]",80,0.5564590157926552,0.9918880576487789,44.516721263412414,79.35104461190231,1,0.9,200,True
16,16,0,"[0.0, 1.0]",80,0.5695379062113191,0.9801650434689316,45.56303249690552,78.41320347751453,1,0.9,200,True
17,17,0,"[0.0, 1.0]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,1,0.9,200,True
18,18,0,"[0.0, 1.0]",80,0.5642084615459604,0.9871506567896786,45.13667692367683,78.97205254317429,1,0.9,200,True
19,19,0,"[0.0, 1.0]",80,0.5674506549073493,0.9819776314108285,45.39605239258794,78.55821051286628,1,0.9,200,True
20,0,1,"[0.0341959730130867, 0.9658040269869133]",80,0.5458853942266272,0.9998842996460162,43.67083153813017,79.9907439716813,1,0.9,200,True
