,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward,env_config_id,gamma,replay_buffer_size,use_reward_normalisation_wrapper,use_default_reward_normalisation
0,0,0,"[0.0, 1.0]",80,0.10231538732690555,0.8192859920609642,8.185230986152444,65.54287936487714,0,0.9,1000,True,True
1,1,0,"[0.0, 1.0]",80,0.011192943753927615,0.8435378826843636,0.8954355003142093,67.48303061474908,0,0.9,1000,True,True
2,2,0,"[0.0, 1.0]",80,0.021623222739408168,0.8539545493510301,1.7298578191526535,68.31636394808241,0,0.9,1000,True,True
3,3,0,"[0.0, 1.0]",80,0.03752265908062312,0.8560567534573102,3.0018127264498498,68.48454027658482,0,0.9,1000,True,True
4,4,0,"[0.0, 1.0]",80,0.016727201612829628,0.8490934382399191,1.3381761290263703,67.92747505919353,0,0.9,1000,True,True
5,5,0,"[0.0, 1.0]",80,0.031274339982872545,0.8498067534573105,2.5019471986298036,67.98454027658484,0,0.9,1000,True,True
6,6,0,"[0.0, 1.0]",80,0.03967707718028652,0.8720101049065857,3.1741661744229215,69.76080839252685,0,0.9,1000,True,True
7,7,0,"[0.0, 1.0]",80,0.01328808563773776,0.8456212160176969,1.0630468510190207,67.64969728141575,0,0.9,1000,True,True
8,8,0,"[0.0, 1.0]",80,0.180182610068516,0.9353753609334825,14.41460880548128,74.8300288746786,0,0.9,1000,True,True
9,9,0,"[0.0, 1.0]",80,0.03689919669502224,0.869232327128808,2.9519357356017792,69.53858617030464,0,0.9,1000,True,True
10,10,0,"[0.0, 1.0]",80,0.01846183431257065,0.8438945402930592,1.476946745005652,67.51156322344474,0,0.9,1000,True,True
11,11,0,"[0.0, 1.0]",80,0.06983676396815788,0.881413411066006,5.58694111745263,70.51307288528048,0,0.9,1000,True,True
12,12,0,"[0.0, 1.0]",80,0.09592877830437083,0.928260104906585,7.674302264349666,74.2608083925268,0,0.9,1000,True,True
13,13,0,"[0.0, 1.0]",80,0.038288085647136184,0.8706212160176969,3.0630468517708946,69.64969728141575,0,0.9,1000,True,True
14,14,0,"[0.0, 1.0]",80,0.043041464987999115,0.8456418117907323,3.443317199039929,67.65134494325858,0,0.9,1000,True,True
15,15,0,"[0.0, 1.0]",80,0.031991503895289396,0.8643712160176967,2.5593203116231518,69.14969728141574,0,0.9,1000,True,True
16,16,0,"[0.0, 1.0]",80,0.0854409820531864,0.8840416611025178,6.835278564254912,70.72333288820143,0,0.9,1000,True,True
17,17,0,"[0.0, 1.0]",80,0.024005311783945788,0.8494500958486148,1.920424942715663,67.95600766788918,0,0.9,1000,True,True
18,18,0,"[0.0, 1.0]",80,0.11843913784005104,0.9438945402930574,9.475131027204084,75.5115632234446,0,0.9,1000,True,True
19,19,0,"[0.0, 1.0]",80,0.08585933385868753,0.9112556514041696,6.868746708695003,72.90045211233357,0,0.9,1000,True,True
20,0,1,"[0.03425616848933147, 0.9657438315106686]",80,0.041762111637704366,0.8740934382399189,3.3409689310163495,69.92747505919351,0,0.9,1000,True,True
21,1,1,"[0.03425616848933147, 0.9657438315106686]",80,0.04870655607274195,0.8810378826843636,3.896524485819356,70.48303061474908,0,0.9,1000,True,True
22,2,1,"[0.03425616848933147, 0.9657438315106686]",80,0.05698095276003521,0.8377567782028652,4.558476220802817,67.02054225622922,0,0.9,1000,True,True
23,3,1,"[0.03425616848933147, 0.9657438315106686]",80,0.015373218629479574,0.8477045493510301,1.229857490358366,67.81636394808241,0,0.9,1000,True,True
24,4,1,"[0.03425616848933147, 0.9657438315106686]",80,0.061529423125914175,0.8869500958486126,4.922353850073134,70.95600766788901,0,0.9,1000,True,True
25,5,1,"[0.03425616848933147, 0.9657438315106686]",80,0.03650699330120775,0.8619500958486148,2.9205594640966197,68.95600766788918,0,0.9,1000,True,True
26,6,1,"[0.03425616848933147, 0.9657438315106686]",80,0.07152759783182684,0.8719898497729381,5.722207826546147,69.75918798183505,0,0.9,1000,True,True
27,7,1,"[0.03425616848933147, 0.9657438315106686]",80,0.040359524857899245,0.8588345312350881,3.22876198863194,68.70676249880705,0,0.9,1000,True,True
28,8,1,"[0.03425616848933147, 0.9657438315106686]",80,0.08824150389528919,0.9206212160176962,7.059320311623135,73.6496972814157,0,0.9,1000,True,True
29,9,1,"[0.03425616848933147, 0.9657438315106686]",80,0.07532199603937571,0.8330601377803573,6.025759683150057,66.64481102242858,0,0.9,1000,True,True
30,10,1,"[0.03425616848933147, 0.9657438315106686]",80,0.026387322604707414,0.8449456423461992,2.110985808376593,67.59565138769594,0,0.9,1000,True,True
31,11,1,"[0.03425616848933147, 0.9657438315106686]",80,0.06865833731856957,0.8136786002347909,5.492666985485566,65.09428801878327,0,0.9,1000,True,True
32,12,1,"[0.03425616848933147, 0.9657438315106686]",80,0.021574837228459463,0.8539545493510301,1.725986978276757,68.31636394808241,0,0.9,1000,True,True
33,13,1,"[0.03425616848933147, 0.9657438315106686]",80,0.010476964622083373,0.842843438239919,0.8381571697666699,67.42747505919353,0,0.9,1000,True,True
34,14,1,"[0.03425616848933147, 0.9657438315106686]",80,0.11464386882196162,0.9470101049065847,9.17150950575693,75.76080839252677,0,0.9,1000,True,True
35,15,1,"[0.03425616848933147, 0.9657438315106686]",80,0.03199307082450247,0.8643712160176967,2.559445665960198,69.14969728141574,0,0.9,1000,True,True
36,16,1,"[0.03425616848933147, 0.9657438315106686]",80,0.09166135360664612,0.8963534020080335,7.33290828853169,71.70827216064268,0,0.9,1000,True,True
37,17,1,"[0.03425616848933147, 0.9657438315106686]",80,0.057349143593552754,0.8827834291819482,4.58793148748422,70.62267433455585,0,0.9,1000,True,True
38,18,1,"[0.03425616848933147, 0.9657438315106686]",80,0.014665195134979884,0.8470101049065857,1.1732156107983907,67.76080839252685,0,0.9,1000,True,True
39,19,1,"[0.03425616848933147, 0.9657438315106686]",80,0.017409737419733257,0.8497878826843636,1.3927789935786605,67.98303061474908,0,0.9,1000,True,True
40,0,2,"[0.06873319029601326, 0.9312668097039868]",80,0.01773258006121277,0.8432000958486148,1.4186064048970215,67.45600766788918,0,0.9,1000,True,True
41,1,2,"[0.06873319029601326, 0.9312668097039868]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
42,2,2,"[0.06873319029601326, 0.9312668097039868]",80,0.06115973749116891,0.8935378826843635,4.892778999293513,71.48303061474908,0,0.9,1000,True,True
43,3,2,"[0.06873319029601326, 0.9312668097039868]",80,0.021251410862790775,0.8466723180708369,1.7001128690232619,67.73378544566695,0,0.9,1000,True,True
44,4,2,"[0.06873319029601326, 0.9312668097039868]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
45,5,2,"[0.06873319029601326, 0.9312668097039868]",80,0.1330466051245722,0.9246733169294361,10.643728409965776,73.97386535435488,0,0.9,1000,True,True
46,6,2,"[0.06873319029601326, 0.9312668097039868]",80,0.043472063733027914,0.8688945402930592,3.4777650986422333,69.51156322344474,0,0.9,1000,True,True
47,7,2,"[0.06873319029601326, 0.9312668097039868]",80,0.05078988941548186,0.8831212160176969,4.063191153238549,70.64969728141575,0,0.9,1000,True,True
48,8,2,"[0.06873319029601326, 0.9312668097039868]",80,0.019491503894050462,0.8518712160176969,1.559320311524037,68.14969728141575,0,0.9,1000,True,True
49,9,2,"[0.06873319029601326, 0.9312668097039868]",80,0.07507108857597258,0.8935567534573103,6.005687086077806,71.48454027658482,0,0.9,1000,True,True
50,10,2,"[0.06873319029601326, 0.9312668097039868]",80,0.027873222748794023,0.8602045493510302,2.229857819903522,68.81636394808241,0,0.9,1000,True,True
51,11,2,"[0.06873319029601326, 0.9312668097039868]",80,0.07023433385992635,0.9025656604621407,5.618746708794108,72.20525283697125,0,0.9,1000,True,True
52,12,2,"[0.06873319029601326, 0.9312668097039868]",80,0.019816119190106958,0.845283429181948,1.5852895352085568,67.62267433455584,0,0.9,1000,True,True
53,13,2,"[0.06873319029601326, 0.9312668097039868]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
54,14,2,"[0.06873319029601326, 0.9312668097039868]",80,0.04376034127659564,0.8623067534573104,3.5008273021276515,68.98454027658484,0,0.9,1000,True,True
55,15,2,"[0.06873319029601326, 0.9312668097039868]",80,0.021623222739408168,0.8539545493510301,1.7298578191526535,68.31636394808241,0,0.9,1000,True,True
56,16,2,"[0.06873319029601326, 0.9312668097039868]",80,0.03024445592442907,0.8557000958486146,2.4195564739543256,68.45600766788917,0,0.9,1000,True,True
57,17,2,"[0.06873319029601326, 0.9312668097039868]",80,0.007734333859926485,0.8400656604621414,0.6187467087941189,67.20525283697131,0,0.9,1000,True,True
58,18,2,"[0.06873319029601326, 0.9312668097039868]",80,0.0035539693715072552,0.8358989937954746,0.28431754972058043,66.87191950363797,0,0.9,1000,True,True
59,19,2,"[0.06873319029601326, 0.9312668097039868]",80,0.044539889415482134,0.8768712160176968,3.563191153238571,70.14969728141574,0,0.9,1000,True,True
60,0,3,"[0.10326966619995943, 0.8967303338000405]",80,0.08472195450766845,0.8114229366571214,6.777756360613476,64.91383493256971,0,0.9,1000,True,True
61,1,3,"[0.10326966619995943, 0.8967303338000405]",80,0.001470754808092048,0.8338156604621414,0.11766038464736384,66.70525283697131,0,0.9,1000,True,True
62,2,3,"[0.10326966619995943, 0.8967303338000405]",80,0.03825474599032093,0.8567511979017548,3.0603796792256746,68.54009583214038,0,0.9,1000,True,True
63,3,3,"[0.10326966619995943, 0.8967303338000405]",80,0.016702792785838343,0.8352234201239771,1.3362234228670675,66.81787360991817,0,0.9,1000,True,True
64,4,3,"[0.10326966619995943, 0.8967303338000405]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
65,5,3,"[0.10326966619995943, 0.8967303338000405]",80,0.06815100052659313,0.9004823271288067,5.4520800421274505,72.03858617030454,0,0.9,1000,True,True
66,6,3,"[0.10326966619995943, 0.8967303338000405]",80,0.021623222739408168,0.8539545493510301,1.7298578191526535,68.31636394808241,0,0.9,1000,True,True
67,7,3,"[0.10326966619995943, 0.8967303338000405]",80,0.06745655608214866,0.8997878826843625,5.396524486571893,71.983030614749,0,0.9,1000,True,True
68,8,3,"[0.10326966619995943, 0.8967303338000405]",80,0.028890534227618163,0.8543112069597258,2.311242738209453,68.34489655677807,0,0.9,1000,True,True
69,9,3,"[0.10326966619995943, 0.8967303338000405]",80,0.12780923080511858,0.9463345312350867,10.224738464409485,75.70676249880694,0,0.9,1000,True,True
70,10,3,"[0.10326966619995943, 0.8967303338000405]",80,0.053147860024356744,0.8626280695495427,4.251828801948539,69.01024556396342,0,0.9,1000,True,True
71,11,3,"[0.10326966619995943, 0.8967303338000405]",80,0.07680720090369172,0.9022278736263925,6.1445760722953375,72.1782298901114,0,0.9,1000,True,True
72,12,3,"[0.10326966619995943, 0.8967303338000405]",80,0.05772230467722221,0.8900656604621391,4.617784374177777,71.20525283697113,0,0.9,1000,True,True
73,13,3,"[0.10326966619995943, 0.8967303338000405]",80,0.10495655608214864,0.9372878826843627,8.396524486571892,74.98303061474901,0,0.9,1000,True,True
74,14,3,"[0.10326966619995943, 0.8967303338000405]",80,0.005998222748815382,0.8313945402930593,0.4798578199052306,66.51156322344474,0,0.9,1000,True,True
75,15,3,"[0.10326966619995943, 0.8967303338000405]",80,0.0952343338599265,0.9275656604621396,7.618746708794119,74.20525283697117,0,0.9,1000,True,True
76,16,3,"[0.10326966619995943, 0.8967303338000405]",80,0.07995655608214858,0.9122878826843632,6.396524486571886,72.98303061474905,0,0.9,1000,True,True
77,17,3,"[0.10326966619995943, 0.8967303338000405]",80,0.021623222739408168,0.8539545493510301,1.7298578191526535,68.31636394808241,0,0.9,1000,True,True
78,18,3,"[0.10326966619995943, 0.8967303338000405]",80,0.03443382363463026,0.8598667625152814,2.754705890770421,68.78934100122251,0,0.9,1000,True,True
79,19,3,"[0.10326966619995943, 0.8967303338000405]",80,0.052838313256998726,0.8852045493510301,4.227065060559898,70.81636394808241,0,0.9,1000,True,True
80,0,4,"[0.13776663496677125, 0.8622333650332288]",80,0.011888940064766814,0.844232327128808,0.9511152051813452,67.53858617030464,0,0.9,1000,True,True
81,1,4,"[0.13776663496677125, 0.8622333650332288]",80,0.05179517167869534,0.8772278736263924,4.143613734295627,70.1782298901114,0,0.9,1000,True,True
82,2,4,"[0.13776663496677125, 0.8622333650332288]",80,0.06328988941548189,0.8956212160176967,5.0631911532385505,71.64969728141574,0,0.9,1000,True,True
83,3,4,"[0.13776663496677125, 0.8622333650332288]",80,0.16953988941548204,0.9556510046435449,13.563191153238563,76.45208037148359,0,0.9,1000,True,True
84,4,4,"[0.13776663496677125, 0.8622333650332288]",80,0.06500164534813577,0.8904223180708369,5.200131627850861,71.23378544566695,0,0.9,1000,True,True
85,5,4,"[0.13776663496677125, 0.8622333650332288]",80,0.030651000526430116,0.8629823271288078,2.4520800421144093,69.03858617030463,0,0.9,1000,True,True
86,6,4,"[0.13776663496677125, 0.8622333650332288]",80,0.039619762336987926,0.8581400867906437,3.1695809869590343,68.6512069432515,0,0.9,1000,True,True
87,7,4,"[0.13776663496677125, 0.8622333650332288]",80,0.008380308388870035,0.8407601049065858,0.6704246711096028,67.26080839252687,0,0.9,1000,True,True
88,8,4,"[0.13776663496677125, 0.8622333650332288]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
89,9,4,"[0.13776663496677125, 0.8622333650332288]",80,0.0889494243775172,0.9213156604621396,7.1159539502013756,73.70525283697117,0,0.9,1000,True,True
90,10,4,"[0.13776663496677125, 0.8622333650332288]",80,0.10634374384695303,0.9248067534573094,8.507499507756242,73.98454027658475,0,0.9,1000,True,True
91,11,4,"[0.13776663496677125, 0.8622333650332288]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
92,12,4,"[0.13776663496677125, 0.8622333650332288]",80,0.009121418980469486,0.8414545493510304,0.7297135184375588,67.31636394808243,0,0.9,1000,True,True
93,13,4,"[0.13776663496677125, 0.8622333650332288]",80,0.02745464766032667,0.852922318070837,2.1963718128261336,68.23378544566695,0,0.9,1000,True,True
94,14,4,"[0.13776663496677125, 0.8622333650332288]",80,0.039643868821961636,0.8720101049065858,3.171509505756931,69.76080839252687,0,0.9,1000,True,True
95,15,4,"[0.13776663496677125, 0.8622333650332288]",80,0.1632761946475633,0.9956212160176964,13.062095571805063,79.64969728141571,0,0.9,1000,True,True
96,16,4,"[0.13776663496677125, 0.8622333650332288]",80,0.03272230467722219,0.8650656604621414,2.6177843741777753,69.20525283697131,0,0.9,1000,True,True
97,17,4,"[0.13776663496677125, 0.8622333650332288]",80,0.0035192007442617587,0.8358989937954746,0.2815360595409407,66.87191950363797,0,0.9,1000,True,True
98,18,4,"[0.13776663496677125, 0.8622333650332288]",80,0.07856766719325972,0.9108989937954737,6.285413375460777,72.8719195036379,0,0.9,1000,True,True
99,19,4,"[0.13776663496677125, 0.8622333650332288]",80,0.0007898894154820628,0.833121216017697,0.06319115323856503,66.64969728141575,0,0.9,1000,True,True
100,0,5,"[0.17230583091268883, 0.8276941690873112]",80,0.1650016453481366,0.9765522999548939,13.20013162785093,78.12418399639151,0,0.9,1000,True,True
101,1,5,"[0.17230583091268883, 0.8276941690873112]",80,0.029956556082146008,0.8622878826843635,2.3965244865716806,68.98303061474908,0,0.9,1000,True,True
102,2,5,"[0.17230583091268883, 0.8276941690873112]",80,0.06218913784005083,0.8876445402930591,4.975131027204067,71.01156322344472,0,0.9,1000,True,True
103,3,5,"[0.17230583091268883, 0.8276941690873112]",80,0.1514356518423809,0.9560756242302559,12.11485214739047,76.48604993842048,0,0.9,1000,True,True
104,4,5,"[0.17230583091268883, 0.8276941690873112]",80,0.018116086924968324,0.850482327128808,1.449286953997466,68.03858617030464,0,0.9,1000,True,True
105,5,5,"[0.17230583091268883, 0.8276941690873112]",80,0.01847386345101013,0.8438945402930592,1.4779090760808102,67.51156322344474,0,0.9,1000,True,True
106,6,5,"[0.17230583091268883, 0.8276941690873112]",80,0.021910766545088743,0.8473667625152814,1.7528613236070993,67.78934100122251,0,0.9,1000,True,True
107,7,5,"[0.17230583091268883, 0.8276941690873112]",80,0.0500605354886281,0.8824267715732524,4.004842839090248,70.5941417258602,0,0.9,1000,True,True
108,8,5,"[0.17230583091268883, 0.8276941690873112]",80,0.021251410862790775,0.8466723180708369,1.7001128690232619,67.73378544566695,0,0.9,1000,True,True
109,9,5,"[0.17230583091268883, 0.8276941690873112]",80,0.0014375488567660382,0.8338156604621414,0.11500390854128305,66.70525283697131,0,0.9,1000,True,True
110,10,5,"[0.17230583091268883, 0.8276941690873112]",80,0.048704854948657436,0.8810378826843636,3.8963883958925947,70.48303061474908,0,0.9,1000,True,True
111,11,5,"[0.17230583091268883, 0.8276941690873112]",80,0.06535961042183294,0.8977045493510294,5.228768833746635,71.81636394808235,0,0.9,1000,True,True
112,12,5,"[0.17230583091268883, 0.8276941690873112]",80,0.025395848530844513,0.8508389847375037,2.031667882467561,68.0671187790003,0,0.9,1000,True,True
113,13,5,"[0.17230583091268883, 0.8276941690873112]",80,0.08134544497103745,0.9136767715732519,6.507635597682996,73.09414172586015,0,0.9,1000,True,True
114,14,5,"[0.17230583091268883, 0.8276941690873112]",80,0.10772207125149805,0.9400656604621396,8.617765700119843,75.20525283697117,0,0.9,1000,True,True
115,15,5,"[0.17230583091268883, 0.8276941690873112]",80,0.04277942312589268,0.8682000958486148,3.422353850071415,69.45600766788918,0,0.9,1000,True,True
116,16,5,"[0.17230583091268883, 0.8276941690873112]",80,0.06429670944307786,0.8541296352930907,5.143736755446229,68.33037082344725,0,0.9,1000,True,True
117,17,5,"[0.17230583091268883, 0.8276941690873112]",80,0.019504979932909547,0.8518712160176969,1.5603983946327638,68.14969728141575,0,0.9,1000,True,True
118,18,5,"[0.17230583091268883, 0.8276941690873112]",80,0.00912319147448089,0.8414545493510304,0.7298553179584711,67.31636394808243,0,0.9,1000,True,True
119,19,5,"[0.17230583091268883, 0.8276941690873112]",80,0.014966678146651513,0.8404223180708371,1.197334251732121,67.23378544566697,0,0.9,1000,True,True
